CNPJ Entidade	Nome Entidade	N˙mero ConvÍnio	”rg„o Concedente	Motivo Impedimento
55492425000157	ASSOCIACAO NACIONAL DE COOPERACAO AGRICOLA	522076	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
55492425000157	ASSOCIACAO NACIONAL DE COOPERACAO AGRICOLA	522077	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
55492425000157	ASSOCIACAO NACIONAL DE COOPERACAO AGRICOLA	522117	MINISTERIO DA CULTURA	IRREGULARIDADES NA EXECU«√O
55492425000157	ASSOCIACAO NACIONAL DE COOPERACAO AGRICOLA	522241	MINISTERIO DA CULTURA	IRREGULARIDADES NA EXECU«√O
55492425000157	ASSOCIACAO NACIONAL DE COOPERACAO AGRICOLA	522611	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
55492425000157	ASSOCIACAO NACIONAL DE COOPERACAO AGRICOLA	523786	MINISTERIO DA CULTURA	IRREGULARIDADES NA EXECU«√O
55492425000157	ASSOCIACAO NACIONAL DE COOPERACAO AGRICOLA	529534	MINISTERIO DA EDUCACAO	INSTAURA«√O DE TCE
55492425000157	ASSOCIACAO NACIONAL DE COOPERACAO AGRICOLA	535122	MINISTERIO DO DESENVOLVIMENTO SOCIAL	IRREGULARIDADES NA EXECU«√O
55492425000157	ASSOCIACAO NACIONAL DE COOPERACAO AGRICOLA	536041	MINISTERIO DA EDUCACAO	INSTAURA«√O DE TCE
55492425000157	ASSOCIACAO NACIONAL DE COOPERACAO AGRICOLA	537820	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA EXECU«√O
55492425000157	ASSOCIACAO NACIONAL DE COOPERACAO AGRICOLA	543033	MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
55492425000157	ASSOCIACAO NACIONAL DE COOPERACAO AGRICOLA	548175	MINISTERIO DA SAUDE	INSTAURA«√O DE TCE
55492425000904	ASSOCIACAO NACIONAL DE COOPERACAO AGRICOLA	368787	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
55492425000904	ASSOCIACAO NACIONAL DE COOPERACAO AGRICOLA	517568	PRESIDENCIA DA REPUBLICA	INSTAURA«√O DE TCE
55492425000904	ASSOCIACAO NACIONAL DE COOPERACAO AGRICOLA	520751	MINISTERIO DO MEIO AMBIENTE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
55515985000180	ABRACCEF - ASSOC. BRAS. DOS CENTROS DE CONVENCAO E FEIR	566864	MINISTERIO DO TURISMO	INSTAURA«√O DE TCE
55515985000180	ABRACCEF - ASSOC. BRAS. DOS CENTROS DE CONVENCAO E FEIR	702836	MINISTERIO DO TURISMO	MOTIVO N√O ESPECIFICADO
55650881000188	UNIAO BRASILEIRA DOS PROMOTORES DE FEIRAS UBRAFE	566900	MINISTERIO DO TURISMO	INSTAURA«√O DE TCE
55650881000188	UNIAO BRASILEIRA DOS PROMOTORES DE FEIRAS UBRAFE	593750	MINISTERIO DO TURISMO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
56369226000119	ASSOCIACAO DOS VITICULTORES DA REGIAO DE JALES	116572	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	INSTAURA«√O DE TCE
56369226000119	ASSOCIACAO DOS VITICULTORES DA REGIAO DE JALES	132348	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	INEXECU«√O DO OBJETO (TOTAL OU PARCIAL)
56822240000126	INSTITUTO LATINO AMERICANO-ILAM-	402526	MINISTERIO DA CULTURA	IRREGULARIDADES NA EXECU«√O
56822240000126	INSTITUTO LATINO AMERICANO-ILAM-	465987	MINISTERIO DO TURISMO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
56822489000131	SIND DOS EMP EM CENTRAIS DE ABAST DE ALIMENTOS EST SP	423814	MINISTERIO DO TRABALHO	INEXECU«√O DO OBJETO (TOTAL OU PARCIAL)
57354086000178	INSTITUTO PROMUR - PROGRAMA MULTIDISCIPLINAR DE REABILI	542863	MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
57354086000178	INSTITUTO PROMUR - PROGRAMA MULTIDISCIPLINAR DE REABILI	624872	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECU«√O
57354086000178	INSTITUTO PROMUR - PROGRAMA MULTIDISCIPLINAR DE REABILI	631656	MINISTERIO DO ESPORTE	INSTAURA«√O DE TCE
57553265000134	IRMANDADE DA SANTA CASA DE MISERICORDIA DE MAUA	434556	MINISTERIO DA SAUDE	INSTAURA«√O DE TCE
57553265000134	IRMANDADE DA SANTA CASA DE MISERICORDIA DE MAUA	498187	MINISTERIO DA SAUDE	INSTAURA«√O DE TCE
58408238000130	INSTITUTO DO NEGRO - PADRE BATISTA	527399	MINISTERIO DOS DIREITOS HUMANOS	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
58978735000174	INST DE ORIENTACAO COMUNIT E ASSISTENCIA RURAL INOCAR	565540	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
59010413000108	CASA DO CAMINHO	497642	MINISTERIO DA SAUDE	INSTAURA«√O DE TCE
59587949000182	OXIGENIO - DESENVOLVIMENTO DE POLITICAS PUBLICAS E SOCI	701547	MINISTERIO DO TRABALHO	MOTIVO N√O ESPECIFICADO
59587949000182	OXIGENIO - DESENVOLVIMENTO DE POLITICAS PUBLICAS E SOCI	701566	MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO	MOTIVO N√O ESPECIFICADO
59587949000182	OXIGENIO - DESENVOLVIMENTO DE POLITICAS PUBLICAS E SOCI	702119	MINISTERIO DO TRABALHO	MOTIVO N√O ESPECIFICADO
59587949000182	OXIGENIO - DESENVOLVIMENTO DE POLITICAS PUBLICAS E SOCI	752295	MINISTERIO DO TRABALHO	MOTIVO N√O ESPECIFICADO
59988352000140	INSTITUTO NACIONAL DE SAUDE NO TRABALHO	373754	MINISTERIO DO TRABALHO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
60266095000111	INSTITUTO PAULISTA DE DOENCAS INFECCIOSAS PARASITARIAS	524889	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
60805975000119	ASSOCIACAO BRASILEIRA DE ASSISTENCIA E DESENVOLVIMENTO	519237	MINISTERIO DA SAUDE	INSTAURA«√O DE TCE
60805975000119	ASSOCIACAO BRASILEIRA DE ASSISTENCIA E DESENVOLVIMENTO	520276	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
60833910000187	INSTITUICAO ADVENT CENTRAL BRAS DE EDUC E ASS SOCIAL	083200	MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO	IRREGULARIDADES NA EXECU«√O
60975737000909	SOCIEDADE BENEFICENTE SAO CAMILO	498356	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
60975737003339	SOCIEDADE BENEFICENTE SAO CAMILO	715423	MINISTERIO DA SAUDE	MOTIVO N√O ESPECIFICADO
61054003000100	INSTITUTO CULTURAL DO TRABALHO	368027	MINISTERIO DO TRABALHO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
61054003000100	INSTITUTO CULTURAL DO TRABALHO	388153	MINISTERIO DO TRABALHO	IRREGULARIDADES NA EXECU«√O
61054003000100	INSTITUTO CULTURAL DO TRABALHO	408562	MINISTERIO DO TRABALHO	INEXECU«√O DO OBJETO (TOTAL OU PARCIAL)
61054003000100	INSTITUTO CULTURAL DO TRABALHO	412660	MINISTERIO DO TRABALHO	IRREGULARIDADES NA EXECU«√O
61379657000104	FUNDACAO DE ESTUDOS E PESQUISAS AQUATICAS - FUNDESPA	571348	MINISTERIO DA INTEGRACAO NACIONAL	IRREGULARIDADES NA EXECU«√O
62277207000165	ORGANIZACAO DE SAUDE COM EXCELENCIA E CIDADANIA - OSEC	214740	MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO	INSCRICAO POR DECISAO DO T.C.U.
62277207000165	ORGANIZACAO DE SAUDE COM EXCELENCIA E CIDADANIA - OSEC	214742	MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO	INSCRICAO POR DECISAO DO T.C.U.
62277207000165	ORGANIZACAO DE SAUDE COM EXCELENCIA E CIDADANIA - OSEC	214745	MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO	INSCRICAO POR DECISAO DO T.C.U.
62277207000165	ORGANIZACAO DE SAUDE COM EXCELENCIA E CIDADANIA - OSEC	214749	MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO	INSCRICAO POR DECISAO DO T.C.U.
62277207000165	ORGANIZACAO DE SAUDE COM EXCELENCIA E CIDADANIA - OSEC	214751	MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO	INSCRICAO POR DECISAO DO T.C.U.
62277207000165	ORGANIZACAO DE SAUDE COM EXCELENCIA E CIDADANIA - OSEC	229737	MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO	INSCRICAO POR DECISAO DO T.C.U.
62277207000165	ORGANIZACAO DE SAUDE COM EXCELENCIA E CIDADANIA - OSEC	229747	MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO	INSTAURA«√O DE TCE
62277207000165	ORGANIZACAO DE SAUDE COM EXCELENCIA E CIDADANIA - OSEC	229751	MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO	INSCRICAO POR DECISAO DO T.C.U.
62277207000165	ORGANIZACAO DE SAUDE COM EXCELENCIA E CIDADANIA - OSEC	229768	MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO	INSCRICAO POR DECISAO DO T.C.U.
62277207000165	ORGANIZACAO DE SAUDE COM EXCELENCIA E CIDADANIA - OSEC	229769	MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO	INSCRICAO POR DECISAO DO T.C.U.
62277207000165	ORGANIZACAO DE SAUDE COM EXCELENCIA E CIDADANIA - OSEC	229772	MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO	INSCRICAO POR DECISAO DO T.C.U.
62277207000165	ORGANIZACAO DE SAUDE COM EXCELENCIA E CIDADANIA - OSEC	236251	MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO	IRREGULARIDADES NA EXECU«√O
62277207000165	ORGANIZACAO DE SAUDE COM EXCELENCIA E CIDADANIA - OSEC	236257	MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO	IRREGULARIDADES NA EXECU«√O
62277207000165	ORGANIZACAO DE SAUDE COM EXCELENCIA E CIDADANIA - OSEC	298438	MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO	INSCRICAO POR DECISAO DO T.C.U.
62277207000165	ORGANIZACAO DE SAUDE COM EXCELENCIA E CIDADANIA - OSEC	298440	MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO	INSCRICAO POR DECISAO DO T.C.U.
62277207000165	ORGANIZACAO DE SAUDE COM EXCELENCIA E CIDADANIA - OSEC	298506	MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO	INSCRICAO POR DECISAO DO T.C.U.
62277207000165	ORGANIZACAO DE SAUDE COM EXCELENCIA E CIDADANIA - OSEC	298519	MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO	INSCRICAO POR DECISAO DO T.C.U.
62277207000165	ORGANIZACAO DE SAUDE COM EXCELENCIA E CIDADANIA - OSEC	298664	MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO	INSCRICAO POR DECISAO DO T.C.U.
62277207000165	ORGANIZACAO DE SAUDE COM EXCELENCIA E CIDADANIA - OSEC	298666	MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO	INSCRICAO POR DECISAO DO T.C.U.
62277207000165	ORGANIZACAO DE SAUDE COM EXCELENCIA E CIDADANIA - OSEC	298667	MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO	INSCRICAO POR DECISAO DO T.C.U.
62277207000165	ORGANIZACAO DE SAUDE COM EXCELENCIA E CIDADANIA - OSEC	298668	MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO	INSCRICAO POR DECISAO DO T.C.U.
62921937000157	UNIAO BRASILEIRA DE ESCRITORES	372798	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
62921937000157	UNIAO BRASILEIRA DE ESCRITORES	402500	MINISTERIO DA CULTURA	IRREGULARIDADES NA EXECU«√O
63074116000195	INSTITUTO IBEC DE EDUCACAO E CULTURA	726083	MINISTERIO DO TRABALHO	MOTIVO N√O ESPECIFICADO
63104020000122	ASSOCIACAO DE DESENVOLVIMENTO SUSTENTAVEL E SOLIDARIO D	407364	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECU«√O
63104020000122	ASSOCIACAO DE DESENVOLVIMENTO SUSTENTAVEL E SOLIDARIO D	500676	MINISTERIO DO ESPORTE	INSTAURA«√O DE TCE
63104020000122	ASSOCIACAO DE DESENVOLVIMENTO SUSTENTAVEL E SOLIDARIO D	509742	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
63104020000122	ASSOCIACAO DE DESENVOLVIMENTO SUSTENTAVEL E SOLIDARIO D	526460	MINISTERIO DO ESPORTE	INSTAURA«√O DE TCE
63104020000122	ASSOCIACAO DE DESENVOLVIMENTO SUSTENTAVEL E SOLIDARIO D	540911	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA EXECU«√O
63104020000122	ASSOCIACAO DE DESENVOLVIMENTO SUSTENTAVEL E SOLIDARIO D	558511	MINISTERIO DA CULTURA	IRREGULARIDADES NA EXECU«√O
63104020000122	ASSOCIACAO DE DESENVOLVIMENTO SUSTENTAVEL E SOLIDARIO D	564143	PRESIDENCIA DA REPUBLICA	INSTAURA«√O DE TCE
63324750000139	FUNDACAO DR JOSE ABEL MODESTO AMORIM	564047	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECU«√O
63324750000139	FUNDACAO DR JOSE ABEL MODESTO AMORIM	564193	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECU«√O
63324750000139	FUNDACAO DR JOSE ABEL MODESTO AMORIM	579561	MINISTERIO DA INTEGRACAO NACIONAL	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
63324750000139	FUNDACAO DR JOSE ABEL MODESTO AMORIM	579563	MINISTERIO DA INTEGRACAO NACIONAL	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
63324750000139	FUNDACAO DR JOSE ABEL MODESTO AMORIM	579564	MINISTERIO DA INTEGRACAO NACIONAL	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
63441745000106	ASSOCIACAO MARANHENSE PARA A CONSERVACAO DA NATUREZA	096430	MINISTERIO DO MEIO AMBIENTE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
63598445000135	UNIAO DAS NACOES INDIGENAS DO ACRE E SUL DO AMAZONAS	377259	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
63598445000135	UNIAO DAS NACOES INDIGENAS DO ACRE E SUL DO AMAZONAS	415097	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
63598445000135	UNIAO DAS NACOES INDIGENAS DO ACRE E SUL DO AMAZONAS	445742	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
63598445000135	UNIAO DAS NACOES INDIGENAS DO ACRE E SUL DO AMAZONAS	463249	MINISTERIO DA SAUDE	IRREGULARIDADES NA EXECU«√O
63628572000130	INSTITUTO DE PESQUISA EM DEFESA DA IDENTIDADE AMAZONICA	109317	MINISTERIO DO MEIO AMBIENTE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
63646103000143	INSTITUTO DE AGROECOLOGIA DA AMAZONIA TERRA VERDE	393790	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
63646103000143	INSTITUTO DE AGROECOLOGIA DA AMAZONIA TERRA VERDE	408294	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	INSTAURA«√O DE TCE
63646103000143	INSTITUTO DE AGROECOLOGIA DA AMAZONIA TERRA VERDE	416271	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
63690556000177	INSTITUTO SUPERIOR DE ADMINISTRACAO E ECONOMIA - ISAE	638896	MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES	IRREGULARIDADES NA EXECU«√O
63691695000115	FORCA SINDICAL DO ESTADO DO AMAZONAS	472641	MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS	IRREGULARIDADES NA EXECU«√O
63788020000199	ASSOCIACAO DOS PRODUTORES ALTERNATIVOS	487491	MINISTERIO DO MEIO AMBIENTE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
63788020000199	ASSOCIACAO DOS PRODUTORES ALTERNATIVOS	518462	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	INSTAURA«√O DE TCE
63788020000199	ASSOCIACAO DOS PRODUTORES ALTERNATIVOS	538352	PRESIDENCIA DA REPUBLICA	INSTAURA«√O DE TCE
63887004000153	CENTRO COMUNITARIO LAR DAS CRIANCAS	097569	MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO	IRREGULARIDADES NA EXECU«√O
63887467000115	ESCOLA SINDICAL AMAZONIA	491444	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
64477326000197	SINDICATO DOS PRODUTORES RURAIS DE MEDEIROS	591831	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECU«√O
64709983000112	INSTITUTO BRASILEIRO DE FRUTAS-IBRAF	321499	MINISTERIO DA INTEGRACAO NACIONAL	IRREGULARIDADES NA EXECU«√O
64729155000146	SOC BRASILEIRA DE VIGILANCIA DE MEDICAMENTOS SOBRAVIME	434810	MINISTERIO DA SAUDE	INSTAURA«√O DE TCE
64920648000169	FUNDACAO RENASCER	488304	MINISTERIO DA EDUCACAO	INSTAURA«√O DE TCE
65036329000158	CONFEDERACAO BRASILEIRA DE HOQUEI E PATINACAO	706917	MINISTERIO DO ESPORTE	MOTIVO N√O ESPECIFICADO
65049256000139	FUNDACAO POLO TECNOLOGICO DE S.J.DOS CAMPOS E V. PARAIB	341589	MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES	MOTIVO N√O ESPECIFICADO
65160806000192	ACAO COMUNITARIA SOCIAL E BENEFICIENTE MONTE SINAI	035090	MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO	IRREGULARIDADES NA EXECU«√O
65164196000103	INSTITUTO TECNICO PARA A EDUCACAO E A CULTURA - VANJA O	457709	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA EXECU«√O
65524944000103	FORCA SINDICAL	388151	MINISTERIO DO TRABALHO	INSTAURA«√O DE TCE
65524944000103	FORCA SINDICAL	412781	MINISTERIO DO TRABALHO	INSTAURA«√O DE TCE
65524944000103	FORCA SINDICAL	424761	MINISTERIO DO TRABALHO	INSTAURA«√O DE TCE
65524944000103	FORCA SINDICAL	522036	MINISTERIO DO TRABALHO	IRREGULARIDADES NA EXECU«√O
65711046000164	SOC PROG DA PESQUISA E DESENV FRUTICUL NO NOR PAULISTA	136497	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	INEXECU«√O DO OBJETO (TOTAL OU PARCIAL)
65713620000113	CENTRAL DAS ASSOCIACOES DO MUNICIPIO DE URANIA	136383	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	INSTAURA«√O DE TCE
66052028000180	INSTITUTO UNIEMP	574842	MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES	MOTIVO N√O ESPECIFICADO
66052028000180	INSTITUTO UNIEMP	575479	MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES	IRREGULARIDADES NA EXECU«√O
66052028000180	INSTITUTO UNIEMP	575570	MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES	MOTIVO N√O ESPECIFICADO
66052028000180	INSTITUTO UNIEMP	591880	MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES	MOTIVO N√O ESPECIFICADO
66052028000180	INSTITUTO UNIEMP	631652	MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
66227406000110	MOVIMENTO PRO RIO DOCE	450055	MINISTERIO DO MEIO AMBIENTE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
66231366000180	ASSOCIACAO COMUNITARIA RURAL DO DESENVOLVIMENTO LIMEIRA	407384	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
66867060000114	ORIASHE SOC BRASILEIRA DE CULTURA E ARTE NEGRA	524993	MINISTERIO DOS DIREITOS HUMANOS	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
66999293000170	ASSOCIACAO DOS PAIS E AMIGOS DOS EXCEPCIONAIS DE GUARA	526867	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
67136341000160	ABRAZ - ASSOCIACAO BRASILEIRA DE ALZHEIMER E DOENCAS SI	545693	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
67147132000111	SOWETO ORGANIZACAO NEGRA	749206	MINISTERIO DOS DIREITOS HUMANOS	MOTIVO N√O ESPECIFICADO
67664524000158	ASSOCIACAO REGIONAL DE COOPERACAO AGRICOLA DO PONTAL -	527385	MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
67664524000158	ASSOCIACAO REGIONAL DE COOPERACAO AGRICOLA DO PONTAL -	635815	PRESIDENCIA DA REPUBLICA	INSTAURA«√O DE TCE
67973487000160	UNEGRO UNIAO DE NEGROS PELA IGUALDADE DE SAO PAULO	419440	MINISTERIO DA CULTURA	IRREGULARIDADES NA EXECU«√O
67979310000170	UNIAO BRASILEIRA DE MULHERES-UBM	555327	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
67979310000170	UNIAO BRASILEIRA DE MULHERES-UBM	637291	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
67979310000170	UNIAO BRASILEIRA DE MULHERES-UBM	717871	PRESIDENCIA DA REPUBLICA	MOTIVO N√O ESPECIFICADO
67979310000170	UNIAO BRASILEIRA DE MULHERES-UBM	739227	PRESIDENCIA DA REPUBLICA	MOTIVO N√O ESPECIFICADO
67979310000170	UNIAO BRASILEIRA DE MULHERES-UBM	749452	MINISTERIO DOS DIREITOS HUMANOS	MOTIVO N√O ESPECIFICADO
67996777000129	SOS ADOLESCENTE	571809	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
68342435000158	CONFEDERACAO DAS COOPERATIVAS DE REFORMA AGRARIA DO BRA	481951	PRESIDENCIA DA REPUBLICA	INSTAURA«√O DE TCE
68342435000158	CONFEDERACAO DAS COOPERATIVAS DE REFORMA AGRARIA DO BRA	483763	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
68342435000158	CONFEDERACAO DAS COOPERATIVAS DE REFORMA AGRARIA DO BRA	489151	MINISTERIO DO MEIO AMBIENTE	IRREGULARIDADES NA EXECU«√O
68342435000158	CONFEDERACAO DAS COOPERATIVAS DE REFORMA AGRARIA DO BRA	490774	MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
68342435000158	CONFEDERACAO DAS COOPERATIVAS DE REFORMA AGRARIA DO BRA	514581	PRESIDENCIA DA REPUBLICA	INSTAURA«√O DE TCE
68342435000158	CONFEDERACAO DAS COOPERATIVAS DE REFORMA AGRARIA DO BRA	521677	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
68342435000158	CONFEDERACAO DAS COOPERATIVAS DE REFORMA AGRARIA DO BRA	522804	MINISTERIO DO MEIO AMBIENTE	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
68342435000158	CONFEDERACAO DAS COOPERATIVAS DE REFORMA AGRARIA DO BRA	566899	MINISTERIO DO MEIO AMBIENTE	INSCRICAO POR DECISAO DO T.C.U.
68342435000158	CONFEDERACAO DAS COOPERATIVAS DE REFORMA AGRARIA DO BRA	598035	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
68342435000158	CONFEDERACAO DAS COOPERATIVAS DE REFORMA AGRARIA DO BRA	600249	PRESIDENCIA DA REPUBLICA	INSTAURA«√O DE TCE
68342435000158	CONFEDERACAO DAS COOPERATIVAS DE REFORMA AGRARIA DO BRA	620810	PRESIDENCIA DA REPUBLICA	INSTAURA«√O DE TCE
68481282000120	A N I ASSOCIACAO NACIONAL DOS INVENTORES	339581	MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES	IRREGULARIDADES NA EXECU«√O
68487842000153	INSTITUTO DE ACADEMIAS PROFISSIONALIZANTES	600369	MINISTERIO DO TURISMO	IRREGULARIDADES NA PRESTA«√O DE CONTAS (ATRASO, OMISS√O OU IMPUGNA«√O)
